AphiaID,rank,scientificname
140561,Species,Neomenia dalyelli
140683,Species,Patella rustica
140807,Species,Berthella aurantiaca
140958,Species,Eulimella ventricosa
141165,Species,Alvania cancellata
141167,Species,Alvania cimex
141998,Species,Yoldiella insculpta
150521,Species,Achelia hispida
152229,Subfamily,Eteoninae
153063,Species,Galiteuthis armata
156908,Genus,Psectrocladius
166616,Species,Haliclona (Reniera) mediterranea
167689,Species,Clathria (Microciona) strepsitoxa
181259,Species,Ennucula corbuloides
181288,Species,Parvamussium propinquum
181289,Species,Parvamussium permirum
181304,Species,Hyalopecten pudicus
182717,Species,Hymeniacidon simplicima
182807,Species,Palio dubia
221521,Species,Schizomavella cornuta
264184,Species,Jaera (Jaera) praehirsuta
416422,Species,Hymedesmia (Hymedesmia) rathlinia
423708,Species,Punctulum wyvillethomsoni
442260,Species,Derilambrus angulifrons
491766,Superfamily,Mytiloidea
557512,Family,Polybiidae
747547,Species,Aforia hypomela
878660,Species,Abralia (Asteroteuthis) veranyi
1319814,Species,Gracilipurpura rostrata
1071,Class,Malacostraca
101378,Family,Dexaminidae
101572,Genus,Microjassa
101653,Genus,Socarnes
106227,Species,Megatrema anglicum
106875,Genus,Atelecyclus
106957,Genus,Xantho
107357,Species,Pisa nodipes
110522,Species,Platysympus typicus
111337,Species,Puellina praecox
111535,Species,Schizoporella patula
111582,Species,Trypostega venusta
122321,Family,Tubulanidae
122791,Species,Tetrastemma melanocephalum
123109,Order,Aspidochirotida
129848,Species,Pontogenia chrysocoma
129981,Species,Timarete filigera
131790,Genus,Halicnemia
131906,Genus,Esperiopsis
132233,Species,Leucosolenia variabilis
134110,Species,Chondrilla nucula
138042,Genus,Okenia
141833,Species,Solariella amabilis
152451,Species,Phyllodoce lamelligera
165086,Species,Sarcotragus spinosulus
256154,Species,Microcharon harrisi
423508,Species,Megamoera dentata
505946,Species,Arcuatula senhousia
876840,Species,Tritia mutabilis
882451,Species,Dialychone usticensis
1041930,Species,Terpios gelatinosus
1062549,Species,Adyte hyalina
1447711,Family,Syconidae
101401,Family,Pardaliscidae
102789,Species,Allomelita pellucida
103057,Species,Xenodice frauenfeldti
103847,Species,Minipera papillosa
106121,Genus,Semibalanus
107031,Genus,Leander
107409,Species,Eriphia verrucosa
110558,Species,Campylaspis sulcata
117059,Genus,Corymorpha
117270,Species,Aequorea forskalea
118152,Species,Halocladius variabilis
124085,Species,Pseudarchaster parelii
124402,Species,Echinocardium pennatifidum
124592,Species,Zygothuria lactea
125231,Subspecies,Echinaster (Echinaster) sepositus sepositus
129975,Species,Protocirrineris chrysoderma
130297,Species,Isocirrus planiceps
130677,Species,Phyllodoce madeirensis
130709,Species,Poecilochaetus fauchaldi
132301,Species,Chelonaplysilla noevus
132509,Species,Phakellia robusta
134688,Species,Nymphon grossipes
135110,Genus,Dendrophyllia
135205,Species,Fungiacyathus (Bathyactis) marenzelleri
135208,Species,Stenocyathus vermiformis
136064,Species,Onchnesoma magnibathum
136256,Genus,Typhlotanais
138913,Species,Mohnia abyssorum
139113,Species,Falcidens gutturosus
139610,Species,Nematomenia banyulensis
139738,Species,Epitonium turtonis
142062,Family,Leptoplanidae
143647,Species,Procerodes littoralis
148582,Species,Chelicorophium curvispinum
155171,Species,Amphicorina armandi
181309,Species,Limatula margaretae
181560,Genus,Sphaerium
183235,Species,Lepidonotopodium jouinae
195998,Species,Syllis heterochaeta
236521,Species,Cerapopsis longipes
237596,Family,Leptognathiidae
238020,Species,Ascidonia flavomaculata
238025,Species,Necallianassa truncata
333891,Species,Lumbrineris japonica
845529,Species,Knoutsodonta oblonga
862778,Species,Schizomavella (Calvetomavella) discoidea
954694,Species,Parathyasira dunbari
1036948,Species,Diaphoreolis viridis
57,Subclass,Neoloricata
218,Family,Lucinidae
100906,Species,Nematostella vectensis
101700,Genus,Paroediceros
102516,Species,Anonyx sarsi
103056,Species,Podocerus variegatus
103857,Species,Bathystyeloides enderbyanus
107146,Species,Galathea bolivari
107220,Species,Anapagurus petiti
107385,Species,Liocarcinus bolivari
110450,Species,Eocuma ferox
110476,Species,Diastylis echinata
111199,Species,Callopora rylandi
111293,Species,Turbicellepora magnicostata
111453,Species,Reteporella grimaldii
111472,Species,Schizotheca divisa
117229,Genus,Dynamena
118615,Species,Eurycope cornuta
120214,Species,Siriella jaltensis
123795,Species,Coscinasterias tenuispina
124053,Species,Paragonaster subtilis
124324,Species,Strongylocentrotus pallidus
124639,Species,Ocnus brunneus
129451,Genus,Nereiphylla
129920,Species,Phyllochaetopterus socialis
130005,Species,Dorvillea erucaeformis
130329,Species,Proclymene muelleri
130416,Species,Platynereis coccinea
130633,Species,Eulalia parva
131528,Species,Polycirrus haematodes
131868,Genus,Clathria
132796,Species,Haliclona (Gellius) fibulata
139244,Species,Gymnobela aquilarum
139761,Species,Erato voluta
140099,Species,Hero formosa
140661,Species,Otina ovata
141607,Species,Teredo navalis
141953,Species,Policordia gemma
146738,Species,Brania pusilla
146743,Species,Caecum imperforatum
152312,Species,Altenaeum dawsoni
153582,Superfamily,Buguloidea
156991,Species,Rangia cuneata
157298,Species,Cirrophorus brevicirratus
164322,Species,Leucandra gossei
181301,Species,Pseudamussium sulcatum
181389,Species,Protolira thorvaldssoni
181582,Species,Lymnaea stagnalis
246038,Infraorder,Doridoidei
264181,Species,Jaera (Jaera) nordmanni
334840,Species,Spirorbis (Spirorbis) inornatus
490103,Species,Echinogammarus finmarchicus
578333,Species,Harmothoe fernandi
689179,Species,Phorcus turbinatus
731234,Subspecies,Aricidea (Aricidea) capensis bansei
846027,Species,Palposyllis propeweismanni
1424119,Species,Amphilectus ovulum
101011,Species,Cerianthus membranaceus
101972,Species,Amphilochus tenuimanus
102018,Species,Autonoe denticarpus
102060,Species,Unciola petalocera
102604,Species,Lysianassa caesarea
103465,Genus,Eudistoma
106926,Genus,Macropipus
107305,Species,Ixa monodi
107521,Species,Lebbeus polaris
107615,Species,Palaemon longirostris
110619,Species,Leucon (Leucon) nasicoides
110920,Genus,Haplopoma
117491,Species,Sarsia tubulosa
119920,Species,Eucopia sculpticauda
125277,Family,Plexauridae
129715,Genus,Tomopteris
131933,Genus,Amphilectus
132455,Species,Acanthella acuta
136235,Genus,Leptochelia
137760,Genus,Cerithium
137906,Genus,Donax
138018,Genus,Coryphella
138816,Species,Astarte acuticostata
138819,Species,Astarte crebricostata
140236,Species,Limaria tuberculata
140532,Species,Euspira macilenta
140549,Species,Neverita josephinia
140647,Species,Ancistroteuthis lichtensteinii
140714,Species,Propeamussium lucidum
140758,Species,Philine punctata
147025,Genus,Mysta
151717,Species,Hydractinia carnea
165376,Species,Scalarispongia scalaris
178811,Species,Oestergrenia thomsonii
180823,Species,Acanthomenia arcuata
181292,Species,Cyclopecten ambiannulatus
183374,Species,Protocuspidaria verityi
224937,Subfamily,Polinicinae
225468,Subfamily,Tellininae
264175,Species,Jaera (Jaera) forsmani
334808,Species,Sosane bathyalis
491654,Species,Brachystomia carrozzai
530934,Species,Parasabella saxicola
761614,Species,Paraehlersia dionisi
994117,Species,Acromegalomma lanigerum
22610,Family,Oenonidae
102035,Species,Leptocheirus guttatus
102046,Species,Microdeutopus chelifer
102052,Species,Microdeutopus stationis
102163,Species,Apherusa cirrus
102866,Species,Aceroides (Aceroides) latipes
102982,Species,Metaphoxus gruneri
103208,Species,Orchestia mediterranea
106488,Species,Ascidicola rosea
107490,Species,Synalpheus gambarelloides
107504,Species,Eualus gaimardii
110571,Species,Nannastacus brevicaudatus
110613,Species,Leucon (Epileucon) longirostris
111217,Species,Megapora ringens
111263,Species,Buffonellaria divergens
118340,Genus,Eurycope
118515,Species,Tole laciniata
124797,Species,Molpadia blakei
129410,Genus,Armandia
130346,Species,Inermonephtys inermis
131102,Species,Spinther oniscoides
131109,Species,Atherospio disticha
131368,Species,Procerastea nematodes
131759,Genus,Spongia
132521,Species,Bubaris vermiculata
135074,Family,Dendrophylliidae
135196,Species,Flabellum (Flabellum) chunii
135294,Species,Periphylla periphylla
137614,Genus,Aclis
137738,Genus,Laevicardium
138665,Genus,Xenoturbella
138822,Species,Astarte fusca
139190,Species,Amphissa acutecostata
139445,Species,Cuspidaria glacialis
139470,Species,Tropidomya abbreviata
140249,Species,Scutopus robustus
140278,Species,Ctena decussata
140407,Species,Ocinebrina aciculata
140535,Species,Euspira obtusa
141200,Species,Alvania jeffreysi
141919,Species,Mercenaria mercenaria
146845,Species,Patinella verrucaria
181501,Species,Ougia subaequalis
195997,Species,Syllis beneliahuae
236523,Species,Lysianassina longicornis
333938,Species,Lysippe fragilis
416601,Species,Zeuxo holdichi
588114,Species,Cryptophthalmus ruber
1323091,Species,Divia briandi
148,Family,Muricidae
205,Family,Nuculanidae
892,Order,Phyllodocida
908,Family,Cossuridae
979,Family,Sabellariidae
1358,Order,Pantopoda
101701,Genus,Perioculodes
101831,Species,Caprella erethizon
102009,Species,Sunamphitoe pelagica
102496,Species,Acidostoma nodiferum
103533,Genus,Distomus
103679,Species,Pseudodistoma cyrnusense
107011,Genus,Pontophilus
107248,Species,Parapagurus pilosimanus
108345,Subspecies,Processa nouveli nouveli
110347,Family,Bonelliidae
117237,Genus,Thuiaria
118153,Species,Halocladius varians
118182,Genus,Pleurocrypta
118319,Genus,Desmosoma
120159,Species,Paramysis (Pseudoparamysis) pontica
124801,Species,Molpadia musculus
124901,Species,Ophiosphalma armigerum
129652,Genus,Eurysyllis
129752,Species,Krohnia lepidota
130158,Species,Hesione splendida
130653,Species,Mystides borealis
131145,Species,Polydora hermaphroditica
131898,Genus,Desmacella
133102,Species,Endectyon (Endectyon) delaubenfelsi
133139,Species,Raspaciona aculeata
135195,Species,Flabellum (Ulocyathus) angulare
136081,Species,Phascolosoma (Phascolosoma) stephensoni
136346,Species,Araphura filiformis
136381,Species,Paranarthrura insignis
138793,Species,Barbatia barbata
138852,Species,Brachioteuthis riisei
139642,Species,Doto hydrallmaniae
141720,Species,Monophorus perversus
152301,Family,Escharellidae
160246,Species,Curtitoma trevelliana
167498,Species,Clathria (Clathria) barleei
180910,Species,Pseudorimula midatlantica
181492,Subspecies,Cumella (Cumella) pygmaea euxinica
236538,Species,Deflexilodes acutipes
408563,Species,Myonera alleni
472036,Species,Bugulopsis peachii
504360,Species,Anadara kagoshimensis
591012,Species,Simnia hiscocki
883967,Family,Thoridae
1039842,Species,Steromphala adansonii
1305584,Species,Paucibranchia kinbergi
245,Order,Myida
13794,Suborder,Asellota
14635,Superfamily,Solenoidea
14712,Subclass,Heterobranchia
15009,Family,Pilargidae
100947,Species,Cataphellia brodricii
101384,Family,Haustoriidae
101394,Family,Liljeborgiidae
101546,Genus,Haustorius
102578,Species,Hippomedon oculatus
103698,Species,Agnezia celtica
103727,Species,Araneum sigma
103844,Species,Microcosmus sabatieri
103942,Species,Oligotrema lyra
106223,Species,Balanus trigonus
107377,Species,Bathynectes maravigna
107704,Species,Palinurus mauritanicus
108208,Subspecies,Philocheras bispinosus neglectus
108336,Subspecies,Processa edulis crassipes
110484,Species,Diastylis neapolitana
110624,Species,Leucon (Macrauloleucon) spinulosus
111174,Species,Dendrobeania murrayana
111550,Species,Smittina bella
117773,Species,Monobrachium parasitum
124249,Species,Arbacia lixula
129418,Genus,Leitoscoloplos
129826,Species,Chloeia venusta
130016,Species,Ophryotrocha longidentata
130286,Species,Clymenura polaris
130506,Species,Ophelina minima
130663,Species,Paranaitis wahlbergi
131703,Genus,Grantia
134662,Species,Colossendeis clavata
135167,Species,Premocyathus cornuformis
135312,Species,Craterolophus convolvulus
136058,Species,Nephasoma (Nephasoma) flagriferum
136074,Species,Phascolion (Isomya) tuberculosum
136348,Species,Collettea cylindrata
138467,Genus,Scrobicularia
138800,Species,Bathyarca philippiana
139339,Species,Phymorhynchus alberti
139664,Species,Ebala nitidissima
139840,Species,Melanella frielei
140044,Species,Trapania maculata
140290,Species,Lyonsia arenosa
140918,Species,Chrysallida interstincta
141115,Species,Ranella olearium
141374,Species,Rissoa violacea
141447,Species,Neorossia caroli
141545,Species,Solemya togata
148638,Species,Prodajus ostendensis
156090,Species,Eurycope inermis
159916,Species,Ampharete arctica
166642,Species,Haliclona (Soestella) implexa
255167,Species,Hymeraphia breeni
322556,Species,Ophioplinthus tessellata
477324,Infraorder,Axiidea
529557,Species,Molpadiodemas involutus
732436,Species,Mesothuria maroccana
876588,Species,Phascoliophila phascolionis
251,Family,Hiatellidae
14629,Superfamily,Galeommatoidea
101436,Genus,Phtisica
101906,Species,Ampelisca ledoyeri
102626,Species,Nannonyx spinimanus
103747,Species,Corynascidia translucida
104040,Genus,Terebratulina
107112,Species,Penaeus semisulcatus
107362,Species,Stenorhynchus lanceolatus
110479,Species,Diastylis goodsiri
110509,Species,Chalarostylis elegans
110605,Species,Makrokylindrus (Adiastylis) tubulicauda
110625,Species,Pseudocuma (Pseudocuma) ciliatum
110775,Family,Smittinidae
110941,Genus,Fenestrulina
111516,Species,Escharina dutertrei
111636,Species,Nolella stipata
116986,Species,Pontobdella muricata
117605,Species,Halecium sessile
118784,Species,Nannoniscus oblongus
119917,Species,Eucopia grimaldii
120149,Species,Paramysis (Longidentia) helleri
123487,Genus,Pawsonia
123851,Species,Pontaster tenuispinus
124713,Species,Psolus squamatus
125033,Species,Ophiolimna bairdi
125108,Species,Histampica duplicata
125126,Species,Ophiopus arcticus
125404,Species,Villogorgia bebrycoides
129457,Genus,Pseudomystides
132275,Species,Clathrina clathrus
132476,Species,Axinella flustra
134023,Species,Geodia barretti
134146,Species,Cliona viridis
135800,Species,Aphotopontius atlanteus
137978,Genus,Melanella
138098,Genus,Jorunna
138126,Genus,Limaria
138259,Genus,Nuculana
138379,Genus,Janolus
139885,Species,Rectilabrum lanceolatum
139930,Species,Fusinus pulchellus
140191,Species,Tegulaherpia myodoryata
141086,Species,Turbonilla pusilla
141261,Species,Benthonella tenella
141997,Species,Yoldiella frigida
156073,Species,Echinozone arctica
181261,Species,Bathyspinula subexcisa
181504,Species,Pteroeides griseum
183252,Species,Macrostylis magnifica
236509,Species,Apohyale perieri
328636,Species,Laonice blakei
330333,Species,Paranaitis uschakovi
333952,Species,Malacoceros fuliginosa
390171,Species,Tryphosella lowryi
582528,Superorder,Valvatacea
1355734,Genus,Orthocladius
1274,Subphylum,Chelicerata
100770,Genus,Metridium
100839,Species,Actinostola callosa
101610,Genus,Hippomedon
102134,Species,Dexamine spiniventris
102267,Species,Echinogammarus stoerensis
102371,Species,Gammaropsis sophiae
102763,Species,Tryphosella minima
102796,Species,Cheirocratus monodontis
102797,Species,Cheirocratus robustus
102856,Species,Melphidippa borealis
102888,Species,Monoculodes latimanus
102911,Species,Paroediceros lynceus
102978,Species,Harpiniopsis similis
103031,Species,Dulichia falcata
103182,Species,Bruzelia typica
103434,Order,Aplousobranchia
103560,Species,Didemnum albidum
106803,Family,Upogebiidae
107166,Species,Munida tenuimana
110468,Species,Ceratocuma horridum
110530,Species,Eudorella intermedia
110601,Species,Makrokylindrus (Adiastylis) josephinae
111724,Species,Coronopora truncata
117673,Species,Kirchenpaueria halecioides
123881,Species,Bathybiaster vexillifer
124170,Species,Bathycrinus carpenterii
124470,Species,Rhabdomolgus ruber
124943,Species,Stegophiura nodosa
125223,Subspecies,Deima validum validum
129517,Genus,Questa
129598,Genus,Ephesiella
129622,Genus,Pygospio
129855,Species,Drilonereis brattstroemi
130348,Species,Micronephthys minuta
130666,Species,Phyllodoce citrina
130918,Species,Hypsicomus stichophthalmos
130956,Species,Potamilla torelli
131865,Genus,Antho
133630,Species,Hymedesmia (Stylopus) primitiva
133676,Species,Phorbas dives
135194,Species,Flabellum (Ulocyathus) alabastrum
137599,Species,Saccoglossus horsti
138185,Genus,Montacuta
138438,Genus,Rissoella
138508,Genus,Skenea
138940,Species,Bulla striata
140105,Species,Panomya norvegica
140614,Species,Ammonicera rota
140626,Species,Onchidella celtica
141139,Species,Volvulella acuminata
141822,Species,Margarites olivaceus
146844,Species,Patinella radiata
155086,Subclass,Polychaeta incertae sedis
165160,Species,Spongia (Spongia) agaricina
176043,Subfamily,Naidinae
181341,Species,Gonilia calliglypta
182350,Species,Leucon (Leucon) profundus
182805,Genus,Palio
183194,Species,Hemiaclis ventrosa
196381,Species,Antalis novemcostata
292017,Species,Muriceides sceptrum
